,Brand Name,RXCUI
5899,Ribasphere,539482
5900,RibaTab,701408
5901,Kisqali,1873984
5920,Photrexa,1925826
5922,Mycobutin,227450
5923,Rifadin,202953
5924,Aemcolo,2106357
5925,Priftin,262139
5926,XIFAXAN,539786
5927,Arcalyst,763454
5928,Edurant,1102274
5932,Rilutek,196501
5933,Tiglutik,2059261
5934,Exservan,2267567
5935,Teglutik,2675560
5936,Flumadine,227249
5937,Nurtec,2282314
5938,Adempas,1439889
5939,Qinlock,2369398
5940,Skyrizi,2166138
5941,Evrysdi,2390941
5942,Actonel,753143
5943,Risperdal,152318
5944,Perseris,2055668
5945,Uzedy,2636035
5946,Rykindo,2639728
5947,Risvan,2698691
5948,Litfulo,2641602
5949,Norvir,196479
5952,Truxima,2105827
5953,Rituxan,226754
5954,Ruxience,2273513
5955,Riabni,2472328
5956,Xarelto,1114199
5957,Exelon,225807
5958,Maxalt,218248
5959,Rizafilm,2672950
5960,Onsior,1250209
5961,Daliresp,1091840
5962,Zoryve,2608535
5963,Varubi,1673368
5964,Istodax,877436
5965,Nplate,805456
5966,Evenity,2123186
5967,Besremi,2587066
5968,Requip,152951
5969,Naropin,134802
5970,Ezallor,2167558
5972,Crestor,320864
5973,Rotarix,493191
5974,Neupro,707892
5975,Rystiggo,2642290
5979,Rubraca,1862585
5980,Banzel,824296
5981,Jakafi,1193332
5982,Opzelura,2570753
5983,Rezyst Probiotic,1301664
5984,Florastor,602742
5985,Trodelvy,2360535
5986,Sucraid,220065
5987,Entresto,1656341
5988,Xadago,1922467
5995,Sebobalance,1014622
5996,Noxzema Clean,1039622
5997,St. Ives Blemish & Blackhead Control,1039713
5998,Nu Skin Clear Action,1042670
5999,AcneWorx,1043188
6000,Psoriasin Wash,1046278
6001,Fostex Bar,1046606
6002,Clearskin Blemish,1053266
6003,Pernox Scrub Cleanser,1086306
6005,Acneclir,1087771
6006,Dermoneen,1087795
6007,Everclean,1091400
6008,Virasal,1095690
6009,Mediplast,1098581
6011,Biore,1192650
6012,Clearskin Professional Daily Correcting,1234590
6013,clear days ahead,1251558
6014,Selsun Blue Naturals,1299649
6015,Denorex Extra Strength Reformulated Aug 2012,1303354
6016,Super Spot Remover,1311202
6017,Bensal,1312993
6018,Clearskin Pore Penetrating Black Mineral Mask,1376090
6019,Skinmedica Purifying Foaming Wash,1421164
6020,Phisoderm Clear Confidence Body Wash,1422556
6021,Phisoderm Clear Confidence Daily Gel Face Wash,1423490
6023,Verrustat,1439904
6024,Keralyt 5,1442401
6025,Zit Stick,1442710
6027,Ultrasal,1487372
6028,Zapzyt Acne Wash,1489234
6029,Clear Proof Acne Medication,1491644
6030,Dream Pure BB,1539804
6031,Broda Acne Spa,1543168
6032,Kleer Plex,1591991
6034,Mosco One Step Corn Remover,1661094
6036,MG217 Psoriasis Salicylic Acid,1744037
6038,Xalix,1986361
6039,Verruguin,1990747
6040,Cornstick,2043243
6041,Wartstick,2043248
6042,Oxy Deep Pore,2102832
6043,Compound W brand of salicylic acid,216171
6045,DHS Salicylic Acid 3%,216336
6046,Freezone,217209
6047,Gordofilm,217383
6048,Ionil Plus,217768
6049,Mosco Corn & Callus Remover,218439
6050,P & S,219008
6051,Propa P.H.,219454
6052,Propa P.H. Acne Mask,219455
6053,Sebasorb,219834
6054,Sebex,219835
6055,Sebulex,219838
6056,Stri-Dex,220049
6057,Stri-Dex Clear Gel,220050
6058,Nizoral Psoriasis,2467163
6059,Differin Acne Clearing,2602288
6060,Rayasal,2618833
6061,Salycim,2671246
6062,Salyntra,2672362
6063,Keralyt,28166
6064,Exoderm,405060
6065,Versiclear,405390
6066,Duofilm,49326
6067,Scalpicin Scalp Relief,723775
6068,DermalZone,761340
6069,Salvax,824980
6071,Salacyn,885232
6072,Duoplant,92540
6073,Sal-Plant Gel,94028
6074,Stridex,968097
6075,Acnevir,997961
6076,Douxo Micellar,2529635
6078,Serevent,203159
6081,Miacalcin,218351
6082,Vivotif,762599
6083,Disalcid,204318
6084,Quadramet,203876
6086,Javygtor,2611946
6087,Kuvan,751628
6088,Seysara,2059024
6089,Leukine,203878
6090,Kevzara,1923334
6091,Simparica,1740367
6092,Revolution Plus,2104993
6094,Sarapin,36164
6095,Comirnaty,2593843
6096,Spikevax,2601548
6097,Comirnaty 2023-2024,2664742
6098,Spikevax 2023-2024,2664812
6099,Spikevax 2024-2025,2691176
6100,Comirnaty 2024-2025,2691207
6101,Enspryng,2391556
6104,Onglyza,858037
6107,Transderm Scop,220372
6108,Kanuma,1726980
6109,Solosec,1946693
6110,Chirhostim,727489
6111,Cosentyx,1599793
6113,Livdelzi,2690876
6114,Revolution,1044273
6116,Senergy,2372690
6117,Revolt,2391542
6118,Selarid,2673842
6119,Emsam,617716
6120,Zelapar,643054
6121,Anipryl,880384
6122,Eldepryl,92571
6127,SelRx,1436941
6128,Head & Shoulders Clinical Strength,1549324
6129,Dandrex,216367
6130,Selsun Blue,219850
6131,Tersi Foam,745607
6132,Uptravi,1729008
6133,Xpovio,2178397
6134,Retevmo,2370165
6135,Koselugo,2289419
6136,Ozempic,1991307
6137,Rybelsus,2200645
6138,Wegovy,2553502
6139,Swiss Kriss,1489240
6141,Senokot,202961
6143,Black Draught,215700
6144,Ex-Lax Chocolated,217013
6145,Ex-Lax Maximum Relief Formula,217016
6146,Ex-Lax Regular Strength Pills,217017
6147,Fletchers Castoria,217140
6148,Senexon,219859
6149,Senna-Relief Childs,219862
6151,Perdiem Overnight,405262
6152,SenoSol,602792
6154,Senna-Time,761948
6155,Pedia-Lax,796407
6192,Ertaczo,405050
6193,Zoloft,82728
6194,Imcivree,2469347
6195,RenaGel,135118
6196,Renvela,749207
6197,SevoFlo,1245040
6198,Ultane,220599
6199,Sevospire,2697453
6200,Petrem,997615
6201,Sojourn,997622
6202,Ragwitek,1495464
6203,Viagra,190465
6204,Liqrev,2637051
6205,Revatio,581642
6206,Rapaflo,809478
6207,Sylvant,1535243
6210,SSD,219770
6211,Thermazene,220297
6212,Silvadene,224926
6217,Bicarsim,1086436
6226,Gas-X,217263
6228,Little Tummys,218052
6230,Mylicon,218528
6231,Phazyme,219191
6235,Gas Aide,352663
6239,Mi-Acid Gas Relief,603285
6242,Flolipid,1944257
6243,Zocor,196503
6245,Kinevac,227295
6246,Veregen,672820
6247,Mayzent,2121091
6248,Provenge,978086
6249,Rapamune,258355
6250,Fyarro,2586864
6251,Hyftor,2596865
6254,Zituvio,2670442
6256,Januvia,638596
6257,ACAM2000,833083
6283,Desempacho,1305094
6287,Sinucleanse,1866160
6288,Neut brand of sodium bicarbonate,218708
6300,SaltAire,1014134
6301,Cleanoz Saline,1044603
6305,Nebusal,1146214
6306,Mycinaire,1147530
6315,Nasadrops,1313878
6316,PulmoSal,1442601
6320,Na-zone,1945202
6321,Altamist,215180
6322,Ayr Saline Nasal,215497
6323,Broncho Saline,215760
6324,Deep Sea,216420
6326,Little Noses,218051
6327,Muro 128,218492
6328,Ocean brand of sodium chloride,218843
6331,Sea Soft,219829
6332,Sochlor,219964
6335,Regiocit,2397249
6337,ENTsol,284729
6341,Simply Saline,352975
6343,Saljet,631501
6345,Hyper-Sal,707344
6366,Rhinaris,899912
6367,Aztec Gold,1591986
6372,Emetrol Chewables,2596179
6373,Emetrol Powder,2671574
6375,Ferrlecit,50013
6376,Clinpro 5000,1006555
6377,Listerine,1038905
6378,Crest,1044552
6379,ProDenRx Gel,1085936
6380,FluoriSHIELD,1090795
6381,Fluor a Day Chewable,1098475
6382,Neutramaxx,1191711
6383,Zooby Fluoride Foam,1193236
6384,Duraflor,1304248
6385,PCxx Neutral Foam,1363553
6386,CTx3 Rinse,1485588
6387,ProDenRx Rinse,1488068
6388,Fluor a Day,151781
6389,PCxx Neutral Rinse,1600780
6391,ACT Fluoride Rinse,214916
6392,Fluorabon,217162
6393,Flura-Drops,217167
6394,Flura-Loz,217168
6395,Phos-Flur,219235
6396,Prevident,219400
6397,Allday,2602140
6399,Fluorimax,2603766
6400,Fluorinse,352653
6401,Nafrinse,352784
6402,Prevident Dental Rinse,352917
6403,Denta 5000 Plus,404980
6404,Dentagel,604432
6405,Fluoridex,617614
6406,Gelato sodium fluoride,656835
6407,Neutracare,657614
6408,Kolorz,688394
6409,Colgate,801195
6411,Fluoritab,861718
6412,NeutraGard,880918
6414,Epiflur,894943
6415,Ludent,901277
6416,DentiCare Neutral,991004
6427,Iodopen,217757
6432,OsmoPrep,631423
6455,SPS,1799649
6456,Kionex,284757
6464,Sotradecol,42896
6465,Lokelma,2047634
6466,Sovaldi,1484917
6468,Epclusa,1799213
6469,Vosevi,1939330
6470,Sofdra,2689328
6471,Vesicare,539812
6472,Sunosi,2121759
6473,Sogroya,2557399
6474,Ngenla,2644519
6475,Zomacton,1648156
6476,Humatrope,197123
6477,Genotropin,202828
6478,Norditropin,202829
6479,Saizen,202830
6480,Nutropin,202831
6481,Zorbtive,405411
6482,Omnitrope,644964
6483,Serostim,744286
6484,Odomzo,1659922
6485,Nexavar,619985
6486,Inpefa,2638684
6487,Sotylize,1593726
6488,Betapace,224909
6489,Sorine,284871
6490,Winrevair,2678938
6491,Lumakras,2550720
6492,Nutrilipid,1654845
6494,Intralipid,227582
6495,Filspari,2630541
6496,SpectoGard,1044941
6497,Spevigo,2610424
6498,Natroba,1085817
6500,Comfortis,899134
6501,Aldactone,151317
6503,Carospir,1943340
6505,Doctor's Choice,1037027
6506,Kid's Choice,1037031
6507,MedActive Rinse,1088749
6508,Omni Gel,1192943
6509,Gelato Perio Rinse,1435506
6510,Gel-Kam,217269
6511,Perfect Choice,219164
6512,Perio Med,219167
6513,Stangard,584374
6514,Dental Resources Perio Maintenance Rinse,630262
6515,Gingi Med,630266
6516,Dental Resources brand of Stannous Fluoride,630300
6517,Caldesene,631232
6518,Diacomit,2054974
6519,Prevnar 20,2566310
6520,Vaxneuvance,2566418
6521,Prevnar 13,901641
6523,Capvaxive,2686974
6588,Pneumovax 23,287523
6611,Zanosar,220991
6612,Chemet,215984
6617,Quelicin,203516
6618,Anectine,203518
6619,Carafate,227743
6620,Velphoro,1484290
6621,TootSweet,801760
6622,Dsuvia,2103193
6623,Bridion,1726993
6626,Arkaliox,1484930
6627,Exelderm,217028
6628,Zencia Wash,1001715
6629,Sumadan Wash,1115895
6630,Bleph-10,215702
6632,Klaron,217903
6633,Carmol Scalp,284688
6634,Ovace,352857
6635,Plexion,352897
6636,Rosanil,352957
6637,Rosula,352958
6638,Avar,405805
6639,Clenia,543651
6640,BP Cleansing Wash,806608
6641,BP 10-Wash,807761
6642,Sumaxin,828327
6644,Equisul SDT,1592907
6645,Uniprim,894884
6646,Sulfamed,1537331
6647,Albon,897080
6649,Supra Sulfa,1101603
6650,Sustain,897009
6651,Bactrim,151399
6652,Sulfatrim,220091
6653,Sulfazine,1147790
6654,Azulfidine,202770
6655,Debacterol,233455
6659,End-Zit,1094320
6663,Liquimat,1541929
6669,Sulfo-Lo,220095
6670,Sulfoam,220096
6671,Sulpho-Lac,220102
6682,Zembrace,1738577
6683,Onzetra,1739333
6684,Imitrex,217713
6685,Tosymra,2178068
6687,Sutent,616274
6688,Enjaymo,2591421
6689,Belsomra,1547105
6690,Journavx,2704834
6693,Astagraf,1431972
6694,Envarsus,1664435
6695,Prograf,196463
6696,Protopic,284848
6697,Alyq,2110450
6699,Tadliq,2613564
6701,Cialis,303263
6702,Adcirca,849863
6703,Vyndamax,2168535
6704,Vyndaqel,2168543
6705,Monjuvi,2387339
6706,Arakoda,2054097
6707,Krintafel,2109234
6708,Kodatef,2705370
6709,Zioptan,1244612
6710,Elzonris,2109060
6711,Talzenna,2099947
6712,Steritalc,2003394
6713,Sclerosol,352970
6714,Elelyso,1291614
6715,Talvey,2644454
6716,Soltamox,498464
6717,Flomax,190283
6720,Nucynta,854137
6721,Vtama,2602302
6722,Imdelltra,2682962
6723,Hetlioz,1491619
6731,Kerydin,1543178
6732,Fabior,1293452
6734,Tazorac,220181
6735,Arazlo,2267562
6736,Tazverik,2274385
6739,Kimmtrak,2590750
6740,Tecvayli,2619434
6741,Tpoxx,2055110
6742,Sivextro,1540863
6743,Gattex,1364473
6744,Zelnorm,339855
6745,Vibativ,864628
6747,Semintra,2057153
6748,Micardis,218353
6750,Xermelo,1872484
6751,Restoril,219641
6752,Temodar,261663
6753,Torisel,723805
6754,Ibsrela,2199680
6755,Xphozah,2669441
6756,Tnkase,284879
6760,Vemlidy,1858262
6769,Viread,323726
6772,Tzield,2621887
6773,Tepmetko,2477267
6774,Tepezza,2274808
6775,Silka Cream,1739217
6776,Lamisil,217956
6780,Aubagio,1310526
6781,Yorvipath,2693639
6782,Forteo,352657
6783,Terlivaz,2612432
6784,Egrifta,1044588
6785,Axiron,1047139
6786,Fortesta,1051071
6787,Aveed,1490662
6788,Vogelxo,1539902
6789,Natesto,1543191
6790,Xyosted,2099682
6791,Jatenzo,2121771
6792,Androderm,215283
6793,Tlando,2599055
6794,Kyzatrex,2609598
6796,Androgel,261448
6797,Testo-200,2673514
6798,Undecatrex,2693246
6799,Azmiro,2694311
6800,Testim,353016
6801,Testopel,353017
6802,Depo-testosterone,48877
6803,Hypertet,1087392
6815,Xenazine,594629
6817,Numfast,1733866
6820,Pontocaine,3343
6821,Tetcaine,542486
6822,Altacaine,603899
6823,Tetravisc,603989
6826,Viabecline,1926466
6827,Vitastem,2180657
6829,Optigene,1101386
6830,Visine,227581
6831,Altazine,603917
6832,Tyzine,883947
6834,Tezspire,2587796
6835,Thalomid,220239
6836,Theo-24,203388
6837,Elixophyllin,203394
6839,Thianil,2691852
6858,Q-Gel with Lipoic Acid,1086848
6859,Tabloid,151956
6860,Pedmark,2618751
6863,Tepadina,1366537
6864,Tepylute,2700702
6908,Thrombin-JMI,321876
6909,Evithrom,748322
6910,Recothrom,759013
6914,WP Thyroid,1437269
6915,NP Thyroid,1724432
6916,Armour Thyroid,215407
6917,Westhroid,220939
6918,Niva Thyroid,2642811
6919,Adthyza,2671586
6920,Nature-Throid,352792
6921,Thyrogen,2166574
6922,Gabitril,217243
6923,Brilinta,1116636
6924,Ticovac,2583643
6925,Tygacil,584198
6926,Zuprevo,1366658
6927,Ilumya,2053454
6928,Telazol,1535257
6929,Zoletil,2361303
6930,Tzed,2692960
6931,Micotil,541568
6932,Timoptic,10601
6933,Betimol,215672
6935,Istalol,542509
6937,Grastek,1495310
6940,Tindamax,539806
6941,Monistat Simple Therapy,1661172
6942,Vagistat-1,220719
6943,Thiola,227253
6944,Venxxiva,2702677
6946,Spiriva,274535
6947,Lonsurf,1670317
6948,Aptivus,614593
6949,Klisyri,2471096
6950,Aggrastat,187024
6951,Mounjaro,2601734
6952,Zepbound,2669702
6953,Kymriah,1986443
6954,Tevimbra,2677434
6955,Tivdak,2571100
6956,Fotivda,2534239
6957,Zanaflex,153736
6958,Bethkis,1314764
6959,Kitabis,1596026
6960,Tobi,220329
6962,Tobrex,220333
6964,Palladia,1312466
6965,Tyenne,2679433
6966,Tofidence,2680289
6967,Avtozma,2705427
6968,Actemra,895761
6970,Xeljanz,1357542
6971,Qalsody,2635001
6972,Tasmar,153657
6973,Tolectin 600,220335
6974,Hongo Killer Antifungal,1101779
6975,hiVETIC,1236099
6976,Fungoid-D,1245535
6977,Clarus,1299055
6978,Cidacin,1300371
6979,Proclearz,1311217
6980,Molecular AF,1362938
6981,Fungi-Gone,1601103
6982,Tolcylen,1988410
6983,Fungi-Nail Reformulated Mar 2019,2120575
6984,Absorbine Jr. Antifungal,214954
6985,Blis-To-Sol,215705
6986,Fungi-Guard,217218
6987,Tinactin,220322
6988,Ting,220325
6989,Opti-Nail,2627283
6990,Tritolnacide,2679329
6991,Lamisil Defense,692846
6992,Mycocide NS,753319
6993,Tinaderm,864159
6994,Detrol,216511
6995,Jynarque,2044350
6996,Samsca,849828
6998,Trokendi,1436240
6999,Qudexy,1494761
7000,Topamax,220343
7001,Eprontia,2586428
7002,Hycamtin,203472
7003,Fareston,155082
7004,Loqtorzi,2669415
7005,Soaanz,2589872
7006,Upcard,2682556
7007,Ojemda,2682440
7008,Yondelis,1718590
7009,Adbry,2589380
7010,ConZip,1148479
7011,Ultram,220606
7012,Qdolo,2395809
7015,Mekinist,1425105
7016,Cyklokapron,151568
7017,Lysteda,883827
7018,Parnate,203832
7019,Herceptin,101306
7020,KADCYLA,1371046
7021,Herzuma,2107054
7023,Kanjinti,2174805
7024,Ogivri,2179754
7025,Enhertu,2267577
7026,Trazimera,2280733
7027,Ontruzant,2289228
7029,Hercessi,2700719
7030,iDose,2672089
7031,Travatan,284896
7032,Raldesy,2699612
7033,Oleptro,898698
7034,Imjudo,2619319
7037,Grafapex,2703571
7038,Orenitram,1485753
7039,Remodulin,323640
7040,Tyvaso,857796
7041,Retin-A,153101
7042,Vesanoid,153596
7043,Altreno,2055004
7044,Avita,215492
7047,Tretin X,645646
7049,Atralin,728470
7050,Renova,846950
7051,Refissa,855680
7053,Trianex,1110803
7054,Nasacort,153239
7055,Genesis,1805710
7056,Zilretta,1947125
7057,Kenalog,202877
7058,Aristospan,203789
7059,Triderm,220458
7060,Aller-Cort,2289238
7061,Hexatrione,2539177
7062,Tritocin,2567321
7063,Xipere,2585222
7064,Kourzeq,2665610
7065,Oralone,544401
7066,Triesence,753380
7067,AllerNaze,833246
7068,Dyrenium,203238
7071,Halcion,227423
7074,Tri-Chlor,220388
7075,Trichlor Fresh Pak,544744
7076,Egaten,2118607
7077,Dial Antibacterial,1039214
7078,Syprine,220145
7079,Clovique,2261795
7080,Cuvrior,2611545
7081,Aklief,2205643
7083,Viroptic,224923
7084,Dojolvi,2383556
7085,Cosela,2479706
7086,Vetoryl,861978
7088,Tigan,227528
7093,Primsol,261620
7095,Re-Covr,2593946
7100,Pediaclear Childrens,2179642
7102,Flonase Nighttime,2623973
7103,Triptodur,1944385
7104,Trelstar,905054
7105,Effercept,1537581
7106,Daybue,2632858
7107,Mobisyl,1101833
7109,Tru-micin,1433911
7110,Aspercreme,215427
7111,Sportscreme,220006
7112,Myoflex,224897
7113,Asper-Flex,725040
7114,Mydriacyl,203811
7117,Cobenfy,2694844
7156,Tukysa,2361291
7157,Draxxin,1309319
7158,Macrosyn,2479131
7159,Increxxa,2481143
7161,Tulissin,2588956
7162,Arovyn,2596269
7163,Respirmycin,2621709
7164,Tulieve,2621833
7165,Vacasan,2634400
7166,Cornucrescine Daily Hoof Barrier,1301860
7168,Bilovet,2560111
7169,Tylan,995509
7170,Enuclene,92610
7171,Typhim VI,114883
7203,Chew Q,1086680
7204,Q-Gel,1086809
7207,Liq-10,1088927
7208,Q-Up,1090912
7209,H2Q,1116557
7210,NeoQ10,1539260
7211,LiQsorb,727279
7212,QuinZyme,835951
7213,Q-Sorb Co Q-10,850459
7214,Active Q,1085416
7215,Briumvi,2626355
7216,Ubrelvy,2268222
7217,Ella,1005925
7218,Ukoniq,2478445
7219,Anoro,1487520
7220,Incruse,1539881
7222,Hongo Killer,1085554
7223,Tineacide Antifungal,1087291
7224,Hongo Killer Treatment,1101788
7225,Fungi-Nail Toe and Foot,1299655
7226,FungiCure Maximum Strength,1362034
7227,Fiore,1437978
7228,Diaderm,1482675
7229,Blis-To-Sol Powder,215706
7230,Fungi-Nail,217219
7231,Derman,2380341
7232,Tripenicol,2677076
7233,Elon Dual Defense,693930
7234,Rinvoq,2196895
7236,Aluvea,1087590
7237,CEM-Urea,1242623
7239,Utopic,1436934
7240,Kera-42,1491512
7241,Kera Nail,1491517
7242,Rea Lo 39,1547635
7243,Ureacin-20,168479
7244,Aqua Care,215369
7245,Aquaphilic with Urea,215383
7247,Epimide 50,216934
7248,Gormel,217387
7249,Gormel 10,217388
7250,Nutraplus,218820
7251,Rea-Lo,219586
7253,Ultra Mide,220601
7254,Ureacin-10,220681
7255,Carmol,224950
7256,Umecta,543363
7257,Keralac,543367
7258,U-Kera,605712
7259,Hydro 40,727272
7260,Remeven,802663
7261,Uramaxin,828272
7262,Latrix,831949
7263,Hydro 35,849647
7264,Xuriden,1665468
7265,Vistogard,1739795
7266,Kinlytic,763567
7267,Urso,220706
7268,Reltone,2477891
7269,Urso Forte,544268
7270,Steqeyma,2700395
7271,Wezlana,2700671
7272,Otulfi,2702608
7273,Selarsdi,2705384
7274,Stelara,853351
7276,Jynneos,2464828
7277,Vafseo,2679302
7278,Valtrex,152490
7279,Ingrezza,1918225
7280,Valcyte,304959
7316,Roctavian,2641616
7317,Depakote,216459
7318,Valstar,220725
7322,Diovan,216652
7325,Agamree,2669805
7326,Firvanq,2000128
7327,Vancocin,202368
7328,Caprelsa,1114071
7330,Levitra,356884
7331,Staxyn,996180
7332,Tyrvaya,2572366
7333,Chantix,636230
7334,Shingrix,1986826
7335,Varizig,1365975
7336,Varivax,287578
7338,Vasostrict,1593734
7340,Entyvio,1538138
7341,Senvelgo,2665887
7342,Vpriv,901809
7343,Lamzede,2630730
7346,Zelboraf,1147224
7347,Venclexta,1747562
7348,Effexor,151692
7349,Isoptin,203489
7350,Calan,203490
7351,Verelan,220778
7352,Laverdia,2539299
7353,Verquvo,2475847
7354,Visudyne,261696
7355,Mepsevii,1989824
7356,Gemtesa,2472316
7357,Vaxchora,1812946
7358,Sabril,152332
7359,Vigadrone,2047863
7360,Vigpoder,2668477
7361,Vigafyde,2685218
7365,Viibryd,1086773
7366,Gohibic,2639632
7367,Qelbree,2536549
7368,Viltepso,2389845
7369,Romvimza,2705407
7370,Marqibo,1304996
7371,Vincasar,227575
7372,Navelbine,53557
7373,Pluvicto,2597047
7374,Erivedge,1242993
7383,Aquasol A,202783
7411,Dodex,2598449
7412,Nascobal,262128
7431,B-Natal,1247259
7452,Aquasol E,215387
7464,Veta-K1,1433507
7465,Mephyton,218324
7466,Lupkynis,2475401
7470,Vonvendi,1812594
7471,Voquezna,2669508
7472,Zontivity,1537040
7473,Voranigo,2690654
7474,Luxturna,1995543
7475,Vfend,338272
7476,Zolinza,682524
7477,Trintellix,1790881
7478,Voxzogo,2586365
7479,Oxbryta,2265684
7481,Amvuttra,2604790
7482,Coumadin,202421
7483,Jantoven,405155
7484,OcuFresh,1045437
7485,Dorama-Neo,1235500
7486,Pur-Wash,1424601
7487,Opticlear,1425974
7488,Eye Stream,1549851
7489,Firstflush,2360606
7490,Benefiber,687620
7492,A.E.R. Witch Hazel,605082
7493,Tucks,895817
7495,AnaSed,1099664
7496,Rompun,1536491
7497,Xylamed,1543398
7500,Xylimelts,2476701
7501,Stamaril,1876706
7502,YF-Vax,220976
7503,Accolate,135092
7504,Ervebo,2624748
7505,Relenza,261633
7506,Ziihera,2698207
7507,Brukinsa,2262441
7508,Zavzpret,2637975
7509,Bizengri,2699596
7510,Ralgro,1368481
7511,Prialt,497062
7513,Retrovir,202791
7515,Zyflo,221047
7516,Zilbrysq,2672498
7521,Derma Gran Spray,1648118
7524,Galzin,225039
7525,Wilzin,2469933
7533,Manzatin-E,1039182
7536,Flanders,1086019
7538,PeriGuard,1089066
7549,Booty Goo,1421548
7552,Baby Butz Diaper Rash,1432510
7553,Critic-Aid Skin,1485796
7555,Dr. Smith's Diaper Rash,1494199
7558,Dynashield ZO,1550948
7559,Aquaphor Diaper Rash,1663729
7560,Z-Bum,1734938
7563,Delazinc,216432
7564,Desitin,216498
7566,Baza-Protect Reformulated June 2020,2589792
7570,Triple Paste,607154
7577,Balmex,967555
7578,Head & Shoulders,1043241
7579,Dial Dandruff Control,1091089
7580,Nioxin,1245091
7581,Selsun Blue Sensitive Scalp,1367371
7582,Head & Shoulders Damage Treatment,1441559
7583,Free and Clear,1873996
7584,Dandrene,2059174
7585,DHS Zinc,216337
7586,Theraplex Z,284892
7587,Dermazinc,352582
7588,Zincon,39963
7595,Orazinc,218929
7600,Geodon,285064
7604,Vyloy,2695877
7605,Reclast,705872
7606,Zomig,153354
7607,Ambien,131725
7608,Zolpimist,828693
7609,Edluar,836642
7610,Zonisade,2606783
7611,Zonegran,261708
7612,Zurzuvae,2669911
