Generic Name,RXCUI,Therapeutic Class
aceclofenac,16689,Cyclooxygenase Inhibitors
aceclofenac,16689,Decreased Prostaglandin Production
aceclofenac,16689,Glycosaminoglycan Metabolism Increase
aceclofenac,16689,Tumor Necrosis Factor Receptor Blocking Activity
aceglutamide,1426379,Glutamine
aceglutamide,1426379,Organometallic Compounds
"acellular pertussis vaccine, inactivated",798302,DTaP-IPV
"acellular pertussis vaccine, inactivated",798302,"tetanus toxoid, adsorbed"
"acellular pertussis vaccine, inactivated",798302,DTaP-Hep B-IPV
"acellular pertussis vaccine, inactivated",798302,HepB
"acellular pertussis vaccine, inactivated",798302,DTaP-Hib-IPV
"acellular pertussis vaccine, inactivated",798302,"DTaP, 5 pertussis antigens"
"acellular pertussis vaccine, inactivated",798302,TDAP
"acellular pertussis vaccine, inactivated",798302,"DTaP,IPV,Hib,HepB"
"acellular pertussis vaccine, inactivated",798302,DTaP
"acellular pertussis vaccine, inactivated",798302,Brain Diseases
"acellular pertussis vaccine, inactivated",798302,Drug Hypersensitivity
"acellular pertussis vaccine, inactivated",798302,Pertussis Vaccine
"acellular pertussis vaccine, inactivated",798302,Whooping Cough
"acellular pertussis vaccine, inactivated",798302,"Vaccines, Inactivated"
"acellular pertussis vaccine, inactivated",798302,Actively Acquired Immunity
"acellular pertussis vaccine, inactivated",798302,Inactivated Bordetella Pertussis Vaccine
"acellular pertussis vaccine, inactivated",798302,Bacterial Outer Membrane Proteins
"acellular pertussis vaccine, inactivated",798302,"Virulence Factors, Bordetella"
"acellular pertussis vaccine, inactivated",798302,"VACCINES/TOXOIDS, OTHER"
"acellular pertussis vaccine, inactivated",798302,Pertussis vaccines
"acellular pertussis vaccine, inactivated",798302,"IMMUNOLOGICAL AGENTS,OTHER"
"acellular pertussis vaccine, inactivated",798302,"Bacterial and viral vaccines, combined"
acemannan,1426875,Drug Hypersensitivity
acemannan,1426875,Mannans
acemannan,1426875,"Leukemia, Feline"
acemannan,1426875,Immunologic Adjuvants
acemannan,1426875,Increased Immunologically Active Molecule Production
acemannan,1426875,Tumor Necrosis Factor Receptor Interactions
acemetacin,16695,Acetic acid derivatives and related substances
acemetacin,16695,Azole-containing product
acemetacin,16695,Chlorinated hydrocarbon-containing product
acemetacin,16695,Carboxylic acid and/or carboxylic acid derivative-containing product
acemetacin,16695,Indomethacin
aceneuramate,2613559,Other drugs for disorders of the musculo-skeletal system
acenocoumarol,154,Coumarin-containing product
acenocoumarol,154,Anticoagulant agent
acenocoumarol,154,Vitamin K antagonists
acenocoumarol,154,Acenocoumarol
acepromazine,155,Acepromazine
acepromazine,155,Phenothiazines with aliphatic side-chain
aceprometazine,161203,Acepromazine
aceprometazine,161203,Sleep Deprivation
aceprometazine,161203,Histamine H1 Receptor Antagonists
aceprometazine,161203,Decreased Central Nervous System Histamine Activity
Acer pseudoplatanus pollen extract,1801702,Allergens
Acer pseudoplatanus pollen extract,1801702,Pollen
Acer pseudoplatanus pollen extract,1801702,Increased Histamine Release
Acer pseudoplatanus pollen extract,1801702,Cell-mediated Immunity
Acer pseudoplatanus pollen extract,1801702,Increased IgG Production
Acer pseudoplatanus pollen extract,1801702,Non-Standardized Pollen Allergenic Extract
acesulfame,1310546,Sulfur and/or sulfur compound-containing product
acesulfame,1310546,Thiazines
acetaldehyde,1311137,Acetaldehyde
acetamide,2475952,Acetamides
acetaminophen,161,OPIOID ANALGESICS
acetaminophen,161,Opioids in combination with non-opioid analgesics
acetaminophen,161,SCHEDULE II
acetaminophen,161,Anilides
acetaminophen,161,NON-OPIOID ANALGESICS
acetaminophen,161,Opium alkaloids and derivatives
acetaminophen,161,ANTIHISTAMINE/ANTITUSSIVE
acetaminophen,161,Sympathomimetics
acetaminophen,161,"COLD REMEDIES,OTHER"
acetaminophen,161,"CNS MEDICATIONS,OTHER"
acetaminophen,161,ANTIHISTAMINE/ANTITUSSIVE/ANALGESIC
acetaminophen,161,DECONGESTANT/ANTITUSSIVE/ANALGESIC
acetaminophen,161,DECONGESTANT/ANTITUSSIVE/EXPECTORANT/ANALGESIC
acetaminophen,161,ANTIHISTAMINE/DECONGESTANT/EXPECTORANT
acetaminophen,161,SCHEDULE III
acetaminophen,161,ANTIHISTAMINE/DECONGESTANT/ANTITUSSIVE/ANALGESIC
acetaminophen,161,Expectorants
acetaminophen,161,NON-OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
acetaminophen,161,Other nervous system drugs
acetaminophen,161,Natural opium alkaloids
acetaminophen,161,Phenol structure-containing product
acetaminophen,161,Nitrogen and/or nitrogen compound-containing product
acetaminophen,161,Acetaminophen
acetaminophen,161,Drug Hypersensitivity
acetaminophen,161,Fever
acetaminophen,161,Glucosephosphate Dehydrogenase Deficiency
acetaminophen,161,Liver Diseases
acetaminophen,161,Pain
acetaminophen,161,Hepatic Metabolism
acetaminophen,161,Renal Excretion
acetaminophen,161,Prostaglandin Receptor Antagonists
acetaminophen,161,Decreased Prostaglandin Production
acetaminophen,161,Hypothalamic Endocrine Activity Alteration
acetaminophen,161,Central Nervous System Activity Alteration
acetaminophen,161,Peripheral Nervous System Activity Alteration
acetaminophen,161,Morphinan opioid-containing product
acetaminophen,161,"NONSALICYLATE NSAIs,ANTIRHEUMATIC"
acetaminophen,161,SCHEDULE IV
acetaminophen,161,Diphenylpropylamine derivatives
acetaminophen,161,SCHEDULE V
acetanilide,162,Acetanilides
acetanilide,162,Headache
acetanilide,162,Syncope
acetate,164,Benzyl Compounds
acetate,164,Acetates
acetazolamide,167,Antiglaucoma agent
acetazolamide,167,Anticonvulsant agent
acetazolamide,167,Carbonic anhydrase inhibitor-containing product
acetazolamide,167,Sulfonamide diuretic agent
acetazolamide,167,Acetazolamide
acetazolamide,167,Acidosis
acetazolamide,167,Adrenal Gland Diseases
acetazolamide,167,Altitude Sickness
acetazolamide,167,Drug Hypersensitivity
acetazolamide,167,Glaucoma
acetazolamide,167,Hypokalemia
acetazolamide,167,Hyponatremia
acetazolamide,167,Kidney Diseases
acetazolamide,167,Liver Cirrhosis
acetazolamide,167,Liver Diseases
acetazolamide,167,"Lung Diseases, Obstructive"
acetazolamide,167,Seizures
acetazolamide,167,Sulfonamides
acetazolamide,167,"Glaucoma, Angle-Closure"
acetazolamide,167,Carbonic Anhydrase Inhibitors
acetazolamide,167,Decreased Adrenocorticotropic Hormone Secretion
acetazolamide,167,Decreased Central Nervous System Disorganized Electrical Activity
acetazolamide,167,Decreased Central Nervous System Organized Electrical Activity
acetazolamide,167,Increased Collecting Duct Water Permeability
acetazolamide,167,Increased Renal HCO3- Excretion
acetazolamide,167,Increased Renal K+ Excretion
acetazolamide,167,Increased Renal Na+ Excretion
acetazolamide,167,Decreased Intraocular Fluid Pressure
acetazolamide,167,Carbonic Anhydrase Inhibitor
acetazolamide,167,Carbonic anhydrase inhibitors
acetazolamide,167,CARBONIC ANHYDRASE INHIBITOR DIURETICS
acetazolamide,167,Hyperkalemia
acetic acid,168,Quinoline derivatives
acetic acid,168,"GENITO-URINARY AGENTS,OTHER"
acetic acid,168,Carboxylic acid and/or carboxylic acid derivative-containing product
acetic acid,168,Acetic acid and/or acetic acid derivative-containing product
acetic acid,168,Urinary Bladder Diseases
acetic acid,168,Drug Hypersensitivity
acetic acid,168,Otitis Externa
acetic acid,168,"Vaginosis, Bacterial"
acetic acid,168,Tympanic Membrane Perforation
acetic acid,168,Acetic Acid
acetic acid,168,Organic acids
acetic acid,168,Antiinfectives
acetic acid,168,"ANTI-INFECTIVES,TOPICAL OTIC OTHER"
acetic acid,168,IRRIGATION SOLUTIONS
acetic acid,168,"Solvents and diluting agents, incl. irrigating solutions"
acetic acid,168,Antibacterial agent
acetic acid,168,Antifungal agent
acetic acid,168,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC"
acetic acid,168,Corticosteroids and antiinfectives in combination
acetic anhydride,1370450,Acetic Anhydrides
acetohexamide,173,Sulfonylurea-containing product
acetohexamide,173,Sulfonylureas
acetohexamide,173,Acetohexamide
acetohexamide,173,"Diabetes Mellitus, Type 2"
acetohexamide,173,Pregnancy
acetohexamide,173,Potassium Channel Interactions
acetohexamide,173,Insulin Receptor Agonists
acetohexamide,173,Decreased Glycolysis
acetohexamide,173,Increased Glucose Transport into Cells
acetohexamide,173,Increased Insulin Secretion
acetohydroxamic acid,16728,Nitrogen and/or nitrogen compound-containing product
acetohydroxamic acid,16728,Hydroxamic Acids
acetohydroxamic acid,16728,Pregnancy
acetohydroxamic acid,16728,Urinary Tract Infections
acetohydroxamic acid,16728,Other urologicals
acetohydroxamic acid,16728,Urease Inhibitors
acetohydroxamic acid,16728,Urease Inhibitor
acetohydroxamic acid,16728,"GENITO-URINARY AGENTS,OTHER"
acetoin,2683094,Acetoin
acetone,178,Ketone-containing product
acetone,178,Acetone
acetophenazine,16735,Blood Coagulation Disorders
acetophenazine,16735,Bone Marrow Diseases
acetophenazine,16735,"Brain Damage, Chronic"
acetophenazine,16735,Coma
acetophenazine,16735,Drug Hypersensitivity
acetophenazine,16735,Phenothiazines
acetophenazine,16735,Psychotic Disorders
acetophenazine,16735,Schizophrenia
acetophenazine,16735,Adrenergic alpha-Antagonists
acetophenazine,16735,Dopamine Antagonists
acetophenazine,16735,Decreased Dopamine Activity
acetophenazine,16735,Decreased Norepinephrine Activity
acetophenazine,16735,Hypothalamic Endocrine Activity Alteration
acetophenazine,16735,Phenothiazines with piperazine structure
acetophenone,2467143,Acetophenones
acetoxolone,16784,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
acetoxolone,16784,Glycyrrhetinic Acid
acetyl arginine,2469242,Arginine
acetyl cedrene,2289006,Sesquiterpenes
acetyl coenzyme A,1490796,Acetyl Coenzyme A
acetyl dipeptide-1 cetyl ester,1374852,Dipeptides
acetyl hexapeptide-8,1314329,Oligopeptides
acetylcarnitine,193,Deficiency Diseases
acetylcarnitine,193,Drug Hypersensitivity
acetylcarnitine,193,Biological Macromolecular Activity
acetylcarnitine,193,Cellular Activity Alteration
acetylcarnitine,193,Sperm Motility Alteration
acetylcarnitine,193,Acetylcarnitine
acetylcarnitine,193,Other psychostimulants and nootropics
acetylcarnitine,193,"THERAPEUTIC NUTRIENTS/MINERALS/ELECTROLYES,OTHER"
acetylcellulose,1425216,Cellulose
acetylcholine,194,Muscarinic receptor agonist-containing product
acetylcholine,194,Nitrogen and/or nitrogen compound-containing product
acetylcholine,194,Compassion Fatigue
acetylcholine,194,Acetylcholine
acetylcholine,194,Drug Hypersensitivity
acetylcholine,194,Headache
acetylcholine,194,Iritis
acetylcholine,194,Cholinergic Muscarinic Agonists
acetylcholine,194,Pupillary Constriction
acetylcholine,194,Cholinergic Agonists
acetylcholine,194,Cholinergic Receptor Agonist
acetylcholine,194,Parasympathomimetics
acetylcholine,194,"MIOTICS,TOPICAL OPHTHALMIC"
acetylcholinesterase,195,Acetylcholinesterase
acetylcysteine,197,Acetylcysteine
acetylcysteine,197,Amyloidosis
acetylcysteine,197,Bronchiectasis
acetylcysteine,197,Bronchitis
acetylcysteine,197,Cystic Fibrosis
acetylcysteine,197,Drug Hypersensitivity
acetylcysteine,197,"Kidney Tubular Necrosis, Acute"
acetylcysteine,197,Pneumonia
acetylcysteine,197,Poisoning
acetylcysteine,197,Postoperative Complications
acetylcysteine,197,Pulmonary Emphysema
acetylcysteine,197,Respiratory Distress Syndrome
acetylcysteine,197,Drug-Related Side Effects and Adverse Reactions
acetylcysteine,197,Free Radical Scavenging Activity
acetylcysteine,197,Decreased Respiratory Secretion Viscosity
acetylcysteine,197,Amino acid-containing product
acetylcysteine,197,Lung Diseases
acetylcysteine,197,Antidote
acetylcysteine,197,Reduction Activity
acetylcysteine,197,Mucolytic
acetylcysteine,197,Increased Glutathione Concentration
acetylcysteine,197,Antidote for Acetaminophen Overdose
acetylcysteine,197,"Antidotes, Deterrents, and Toxicologic Agents"
acetylcysteine,197,Mucolytics
acetylcysteine,197,Other ophthalmologicals
acetylcysteine,197,Antidotes
acetylcysteine,197,Mucolytic agent
acetylcysteine,197,MUCOLYTICS
acetylcysteine,197,HERBS/ALTERNATIVE THERAPIES
acetylcysteine,197,"ANTIDOTES/DETERRENTS,OTHER"
acetyldigitoxin,132871,Digitalis glycosides
acetyldigitoxin,132871,Acetyldigitoxins
acetyldigoxins,199,Digitalis glycosides
acetyldigoxins,199,Acetyldigoxins
acetylene,200,Acetylene
acetylglucosamine,1362871,Acetylglucosamine
acetylsalicylsalicylic acid,1858285,Aspirin
acetyltributyl citrate,1362881,Citrates
acetyltryptophanate,1366817,Tryptophan
acexamic acid,15978,Aminocaproates
acid blue 25,2178278,Anthraquinones
acid blue 80,2563676,Anthraquinones
acid green 50,2532534,Diagnostic dye-containing product
acid green 50,2532534,Azo derivative-containing product
acid green 50,2532534,Lissamine Green Dyes
acid red 337,2621122,Azo Compounds
acid red 337,2621122,Naphthalenesulfonates
acid violet 43,1426422,Anthraquinones
acid violet 43,1426422,Benzenesulfonates
acidulated phosphate fluoride,236,Acidulated Phosphate Fluoride
acidulated phosphate fluoride,236,Dental Caries
acidulated phosphate fluoride,236,Dental Plaque
acidulated phosphate fluoride,236,Drug Hypersensitivity
acidulated phosphate fluoride,236,Tooth Loss
acidulated phosphate fluoride,236,Bone Alteration
acidulated phosphate fluoride,236,Unknown Cellular or Molecular Interaction
acidulated phosphate fluoride,236,"CARIOSTATICS,TOPICAL"
acipimox,16817,Pyrazine-containing product
acipimox,16817,Nicotinic acid and derivatives
acipimox,16817,Pyrazines
acitretin,16818,Retinoid-containing product
acitretin,16818,Drug Hypersensitivity
acitretin,16818,Liver Diseases
acitretin,16818,Methotrexate
acitretin,16818,Psoriasis
acitretin,16818,Retinoids
acitretin,16818,Tetracyclines
acitretin,16818,Acitretin
acitretin,16818,Renal Insufficiency
acitretin,16818,Retinoids for treatment of psoriasis
acitretin,16818,Decreased Immunologically Active Molecule Activity
acitretin,16818,Unknown Cellular or Molecular Interaction
acitretin,16818,Keratin Alteration
acitretin,16818,Retinoid
acitretin,16818,Decreased Epithelial Proliferation
acitretin,16818,Interleukin 6 Receptor Antagonists
acitretin,16818,"ANTIPSORIATICS,SYSTEMIC"
aclarubicin,239,Anthracyclines and related substances
aclarubicin,239,Anthracycline antineoplastic agent
aclarubicin,239,Aclarubicin
aclidinium,1303098,Bronchial Spasm
aclidinium,1303098,Drug Hypersensitivity
aclidinium,1303098,Tropanes
aclidinium,1303098,Milk Hypersensitivity
aclidinium,1303098,"Pulmonary Disease, Chronic Obstructive"
aclidinium,1303098,Cholinergic Muscarinic Antagonists
aclidinium,1303098,Bronchodilation
aclidinium,1303098,Anticholinergics
aclidinium,1303098,Muscarinic receptor antagonist-containing product
aclidinium,1303098,Sulfur and/or sulfur compound-containing product
aclidinium,1303098,Cholinergic Antagonists
aclidinium,1303098,Anticholinergic
aclidinium,1303098,"BRONCHODILATORS,ANTICHOLINERGIC"
aclidinium,1303098,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
aclidinium,1303098,"ANTIASTHMA,OTHER"
aconitate,1721299,Aconitic Acid
aconitine,1441664,Aconitine
acoramidis,2698312,"CARDIOVASCULAR AGENTS,OTHER"
Acremonium strictum allergenic extract,905070,Allergen extracts
Acremonium strictum allergenic extract,905070,Allergens
Acremonium strictum allergenic extract,905070,Fungal Proteins
Acremonium strictum allergenic extract,905070,Increased Histamine Release
Acremonium strictum allergenic extract,905070,Cell-mediated Immunity
Acremonium strictum allergenic extract,905070,Increased IgG Production
Acremonium strictum allergenic extract,905070,Non-Standardized Fungal Allergenic Extract
acriflavine,249,Acriflavine
acriflavine,249,Aminoacridines
acriflavine,249,Antiseptics
acriflavine,249,Acridine-containing product
acriflavine,249,Acridine derivatives
acrivastine,19959,Sympathomimetics
acrivastine,19959,Other antihistamines for systemic use
acrivastine,19959,Histamine H1 receptor antagonist-containing product
acrivastine,19959,Nitrogen and/or nitrogen compound-containing product
acrivastine,19959,Coronary Disease
acrivastine,19959,Drug Hypersensitivity
acrivastine,19959,Hypertension
acrivastine,19959,"Rhinitis, Allergic, Perennial"
acrivastine,19959,Triprolidine
acrivastine,19959,Urticaria
acrivastine,19959,Renal Insufficiency
acrivastine,19959,Monoamine Oxidase Inhibitors
acrivastine,19959,Histamine H1 Receptor Antagonists
acrivastine,19959,Decreased Histamine Activity
acrivastine,19959,Histamine-1 Receptor Antagonist
Acrothecium robustum allergenic extract,905088,Allergens
Acrothecium robustum allergenic extract,905088,Fungal Proteins
Acrothecium robustum allergenic extract,905088,Increased Histamine Release
Acrothecium robustum allergenic extract,905088,Cell-mediated Immunity
Acrothecium robustum allergenic extract,905088,Increased IgG Production
Acrothecium robustum allergenic extract,905088,Non-Standardized Fungal Allergenic Extract
acrylamide,1368125,Acrylamide
acrylate,1364500,Acrylates
activated attapulgite,133050,Diarrhea
activated attapulgite,133050,Drug Hypersensitivity
activated attapulgite,133050,Decreased GI Motility
activated attapulgite,133050,Stimulation Large Intestine Fluid/Electrolyte Absorption
activated attapulgite,133050,Stimulation Small Intestine Fluid/Electrolyte Absorption
activated attapulgite,133050,Binding Activity
activated charcoal,272,Charcoal preparations
activated charcoal,272,"ANTIDOTES/DETERRENTS,OTHER"
activated charcoal,272,"GASTRIC MEDICATIONS,OTHER"
activated charcoal,272,"ANTACIDS,OTHER"
activated charcoal,272,Carbon and/or carbon compound-containing product
activated charcoal,272,Alkalies
activated charcoal,272,Charcoal
activated charcoal,272,Diarrhea
activated charcoal,272,Flatulence
activated charcoal,272,Organic Chemicals
activated charcoal,272,Poisoning
activated charcoal,272,Toxemia
activated charcoal,272,Uremia
activated charcoal,272,Drug Overdose
activated charcoal,272,Drug-Related Side Effects and Adverse Reactions
activated charcoal,272,Chelating Activity
activated charcoal,272,Increased Renal Organic Ion Excretion
activated charcoal,272,Inhibition Large Intestine Fluid/Electrolyte Absorption
activated charcoal,272,Inhibition Small Intestine Fluid/Electrolyte Absorption
activated charcoal,272,Antacids with antiflatulents
acyclovir,281,ANTIVIRALS
acyclovir,281,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
